  TIME                                    , SERIAL                                   , DATETIME 
2219.75,45750.49,2025-04-03 11:45
2220.00,45750.50,2025-04-03 12:00
2220.25,45750.51,2025-04-03 12:15
2220.50,45750.52,2025-04-03 12:30
2220.75,45750.53,2025-04-03 12:45
2221.00,45750.54,2025-04-03 13:00
2221.25,45750.55,2025-04-03 13:15
2221.50,45750.56,2025-04-03 13:30
2221.75,45750.57,2025-04-03 13:45
2222.00,45750.58,2025-04-03 14:00
2222.25,45750.59,2025-04-03 14:15
2222.50,45750.60,2025-04-03 14:30
2222.75,45750.61,2025-04-03 14:45
2223.00,45750.63,2025-04-03 15:00
2223.25,45750.64,2025-04-03 15:15
2223.50,45750.65,2025-04-03 15:30
2223.75,45750.66,2025-04-03 15:45
2224.00,45750.67,2025-04-03 16:00
2224.25,45750.68,2025-04-03 16:15
2224.50,45750.69,2025-04-03 16:30
2224.75,45750.70,2025-04-03 16:45
2225.00,45750.71,2025-04-03 17:00
2225.25,45750.72,2025-04-03 17:15
2225.50,45750.73,2025-04-03 17:30
2225.75,45750.74,2025-04-03 17:45
2226.00,45750.75,2025-04-03 18:00
2226.25,45750.76,2025-04-03 18:15
2226.50,45750.77,2025-04-03 18:30
2226.75,45750.78,2025-04-03 18:45
2227.00,45750.79,2025-04-03 19:00
2227.25,45750.80,2025-04-03 19:15
2227.50,45750.81,2025-04-03 19:30
2227.75,45750.82,2025-04-03 19:45
2228.00,45750.83,2025-04-03 20:00
2228.25,45750.84,2025-04-03 20:15
2228.50,45750.85,2025-04-03 20:30
2228.75,45750.86,2025-04-03 20:45
2229.00,45750.88,2025-04-03 21:00
2229.25,45750.89,2025-04-03 21:15
2229.50,45750.90,2025-04-03 21:30
2229.75,45750.91,2025-04-03 21:45
2230.00,45750.92,2025-04-03 22:00
2230.25,45750.93,2025-04-03 22:15
2230.50,45750.94,2025-04-03 22:30
2230.75,45750.95,2025-04-03 22:45
2231.00,45750.96,2025-04-03 23:00
2231.25,45750.97,2025-04-03 23:15
2231.50,45750.98,2025-04-03 23:30
2231.75,45750.99,2025-04-03 23:45
2232.00,45751.00,2025-04-04 0:00
2232.25,45751.01,2025-04-04 0:15
2232.50,45751.02,2025-04-04 0:30
2232.75,45751.03,2025-04-04 0:45
2233.00,45751.04,2025-04-04 1:00
2233.25,45751.05,2025-04-04 1:15
2233.50,45751.06,2025-04-04 1:30
2233.75,45751.07,2025-04-04 1:45
2234.00,45751.08,2025-04-04 2:00
2234.25,45751.09,2025-04-04 2:15
2234.50,45751.10,2025-04-04 2:30
2234.75,45751.11,2025-04-04 2:45
2235.00,45751.13,2025-04-04 3:00
2235.25,45751.14,2025-04-04 3:15
2235.50,45751.15,2025-04-04 3:30
2235.75,45751.16,2025-04-04 3:45
2236.00,45751.17,2025-04-04 4:00
2236.25,45751.18,2025-04-04 4:15
2236.50,45751.19,2025-04-04 4:30
2236.75,45751.20,2025-04-04 4:45
2237.00,45751.21,2025-04-04 5:00
2237.25,45751.22,2025-04-04 5:15
2237.50,45751.23,2025-04-04 5:30
2237.75,45751.24,2025-04-04 5:45
2238.00,45751.25,2025-04-04 6:00
2238.25,45751.26,2025-04-04 6:15
2238.50,45751.27,2025-04-04 6:30
2238.75,45751.28,2025-04-04 6:45
2239.00,45751.29,2025-04-04 7:00
2239.25,45751.30,2025-04-04 7:15
2239.50,45751.31,2025-04-04 7:30
2239.75,45751.32,2025-04-04 7:45
2240.00,45751.33,2025-04-04 8:00
2240.25,45751.34,2025-04-04 8:15
2240.50,45751.35,2025-04-04 8:30
2240.75,45751.36,2025-04-04 8:45
2241.00,45751.38,2025-04-04 9:00
2241.25,45751.39,2025-04-04 9:15
2241.50,45751.40,2025-04-04 9:30
2241.75,45751.41,2025-04-04 9:45
2242.00,45751.42,2025-04-04 10:00
2242.25,45751.43,2025-04-04 10:15
2242.50,45751.44,2025-04-04 10:30
2242.75,45751.45,2025-04-04 10:45
2243.00,45751.46,2025-04-04 11:00
2243.25,45751.47,2025-04-04 11:15
2243.50,45751.48,2025-04-04 11:30
2243.75,45751.49,2025-04-04 11:45
2244.00,45751.50,2025-04-04 12:00
2244.25,45751.51,2025-04-04 12:15
2244.50,45751.52,2025-04-04 12:30
2244.75,45751.53,2025-04-04 12:45
2245.00,45751.54,2025-04-04 13:00
2245.25,45751.55,2025-04-04 13:15
2245.50,45751.56,2025-04-04 13:30
2245.75,45751.57,2025-04-04 13:45
2246.00,45751.58,2025-04-04 14:00
2246.25,45751.59,2025-04-04 14:15
2246.50,45751.60,2025-04-04 14:30
2246.75,45751.61,2025-04-04 14:45
2247.00,45751.63,2025-04-04 15:00
2247.25,45751.64,2025-04-04 15:15
2247.50,45751.65,2025-04-04 15:30
2247.75,45751.66,2025-04-04 15:45
2248.00,45751.67,2025-04-04 16:00
2248.25,45751.68,2025-04-04 16:15
2248.50,45751.69,2025-04-04 16:30
2248.75,45751.70,2025-04-04 16:45
2249.00,45751.71,2025-04-04 17:00
2249.25,45751.72,2025-04-04 17:15
2249.50,45751.73,2025-04-04 17:30
2249.75,45751.74,2025-04-04 17:45
2250.00,45751.75,2025-04-04 18:00
2250.25,45751.76,2025-04-04 18:15
2250.50,45751.77,2025-04-04 18:30
2250.75,45751.78,2025-04-04 18:45
2251.00,45751.79,2025-04-04 19:00
2251.25,45751.80,2025-04-04 19:15
2251.50,45751.81,2025-04-04 19:30
2251.75,45751.82,2025-04-04 19:45
2252.00,45751.83,2025-04-04 20:00
2252.25,45751.84,2025-04-04 20:15
2252.50,45751.85,2025-04-04 20:30
2252.75,45751.86,2025-04-04 20:45
2253.00,45751.88,2025-04-04 21:00
2253.25,45751.89,2025-04-04 21:15
2253.50,45751.90,2025-04-04 21:30
2253.75,45751.91,2025-04-04 21:45
2254.00,45751.92,2025-04-04 22:00
2254.25,45751.93,2025-04-04 22:15
2254.50,45751.94,2025-04-04 22:30
2254.75,45751.95,2025-04-04 22:45
2255.00,45751.96,2025-04-04 23:00
2255.25,45751.97,2025-04-04 23:15
2255.50,45751.98,2025-04-04 23:30
2255.75,45751.99,2025-04-04 23:45
2256.00,45752.00,2025-04-05 0:00
2256.25,45752.01,2025-04-05 0:15
2256.50,45752.02,2025-04-05 0:30
2256.75,45752.03,2025-04-05 0:45
2257.00,45752.04,2025-04-05 1:00
2257.25,45752.05,2025-04-05 1:15
2257.50,45752.06,2025-04-05 1:30
2257.75,45752.07,2025-04-05 1:45
2258.00,45752.08,2025-04-05 2:00
2258.25,45752.09,2025-04-05 2:15
2258.50,45752.10,2025-04-05 2:30
2258.75,45752.11,2025-04-05 2:45
2259.00,45752.13,2025-04-05 3:00
2259.25,45752.14,2025-04-05 3:15
2259.50,45752.15,2025-04-05 3:30
2259.75,45752.16,2025-04-05 3:45
2260.00,45752.17,2025-04-05 4:00
2260.25,45752.18,2025-04-05 4:15
2260.50,45752.19,2025-04-05 4:30
2260.75,45752.20,2025-04-05 4:45
2261.00,45752.21,2025-04-05 5:00
2261.25,45752.22,2025-04-05 5:15
2261.50,45752.23,2025-04-05 5:30
2261.75,45752.24,2025-04-05 5:45
2262.00,45752.25,2025-04-05 6:00
2262.25,45752.26,2025-04-05 6:15
2262.50,45752.27,2025-04-05 6:30
2262.75,45752.28,2025-04-05 6:45
2263.00,45752.29,2025-04-05 7:00
2263.25,45752.30,2025-04-05 7:15
2263.50,45752.31,2025-04-05 7:30
2263.75,45752.32,2025-04-05 7:45
2264.00,45752.33,2025-04-05 8:00
2264.25,45752.34,2025-04-05 8:15
2264.50,45752.35,2025-04-05 8:30
2264.75,45752.36,2025-04-05 8:45
2265.00,45752.38,2025-04-05 9:00
2265.25,45752.39,2025-04-05 9:15
2265.50,45752.40,2025-04-05 9:30
2265.75,45752.41,2025-04-05 9:45
2266.00,45752.42,2025-04-05 10:00
2266.25,45752.43,2025-04-05 10:15
2266.50,45752.44,2025-04-05 10:30
2266.75,45752.45,2025-04-05 10:45
2267.00,45752.46,2025-04-05 11:00
2267.25,45752.47,2025-04-05 11:15
2267.50,45752.48,2025-04-05 11:30
2267.75,45752.49,2025-04-05 11:45
2268.00,45752.50,2025-04-05 12:00
2268.25,45752.51,2025-04-05 12:15
2268.50,45752.52,2025-04-05 12:30
2268.75,45752.53,2025-04-05 12:45
2269.00,45752.54,2025-04-05 13:00
2269.25,45752.55,2025-04-05 13:15
2269.50,45752.56,2025-04-05 13:30
2269.75,45752.57,2025-04-05 13:45
2270.00,45752.58,2025-04-05 14:00
2270.25,45752.59,2025-04-05 14:15
2270.50,45752.60,2025-04-05 14:30
2270.75,45752.61,2025-04-05 14:45
2271.00,45752.63,2025-04-05 15:00
2271.25,45752.64,2025-04-05 15:15
2271.50,45752.65,2025-04-05 15:30
2271.75,45752.66,2025-04-05 15:45
2272.00,45752.67,2025-04-05 16:00
2272.25,45752.68,2025-04-05 16:15
2272.50,45752.69,2025-04-05 16:30
2272.75,45752.70,2025-04-05 16:45
2273.00,45752.71,2025-04-05 17:00
2273.25,45752.72,2025-04-05 17:15
2273.50,45752.73,2025-04-05 17:30
2273.75,45752.74,2025-04-05 17:45
2274.00,45752.75,2025-04-05 18:00
2274.25,45752.76,2025-04-05 18:15
2274.50,45752.77,2025-04-05 18:30
2274.75,45752.78,2025-04-05 18:45
2275.00,45752.79,2025-04-05 19:00
2275.25,45752.80,2025-04-05 19:15
2275.50,45752.81,2025-04-05 19:30
2275.75,45752.82,2025-04-05 19:45
2276.00,45752.83,2025-04-05 20:00
2276.25,45752.84,2025-04-05 20:15
2276.50,45752.85,2025-04-05 20:30
2276.75,45752.86,2025-04-05 20:45
2277.00,45752.88,2025-04-05 21:00
2277.25,45752.89,2025-04-05 21:15
2277.50,45752.90,2025-04-05 21:30
2277.75,45752.91,2025-04-05 21:45
2278.00,45752.92,2025-04-05 22:00
2278.25,45752.93,2025-04-05 22:15
2278.50,45752.94,2025-04-05 22:30
2278.75,45752.95,2025-04-05 22:45
2279.00,45752.96,2025-04-05 23:00
2279.25,45752.97,2025-04-05 23:15
2279.50,45752.98,2025-04-05 23:30
2279.75,45752.99,2025-04-05 23:45
2280.00,45753.00,2025-04-06 0:00
2280.25,45753.01,2025-04-06 0:15
2280.50,45753.02,2025-04-06 0:30
2280.75,45753.03,2025-04-06 0:45
2281.00,45753.04,2025-04-06 1:00
2281.25,45753.05,2025-04-06 1:15
2281.50,45753.06,2025-04-06 1:30
2281.75,45753.07,2025-04-06 1:45
2282.00,45753.08,2025-04-06 2:00
2282.25,45753.09,2025-04-06 2:15
2282.50,45753.10,2025-04-06 2:30
2282.75,45753.11,2025-04-06 2:45
2283.00,45753.13,2025-04-06 3:00
2283.25,45753.14,2025-04-06 3:15
2283.50,45753.15,2025-04-06 3:30
2283.75,45753.16,2025-04-06 3:45
2284.00,45753.17,2025-04-06 4:00
2284.25,45753.18,2025-04-06 4:15
2284.50,45753.19,2025-04-06 4:30
2284.75,45753.20,2025-04-06 4:45
2285.00,45753.21,2025-04-06 5:00
2285.25,45753.22,2025-04-06 5:15
2285.50,45753.23,2025-04-06 5:30
2285.75,45753.24,2025-04-06 5:45
2286.00,45753.25,2025-04-06 6:00
2286.25,45753.26,2025-04-06 6:15
2286.50,45753.27,2025-04-06 6:30
2286.75,45753.28,2025-04-06 6:45
2287.00,45753.29,2025-04-06 7:00
2287.25,45753.30,2025-04-06 7:15
2287.50,45753.31,2025-04-06 7:30
2287.75,45753.32,2025-04-06 7:45
2288.00,45753.33,2025-04-06 8:00
2288.25,45753.34,2025-04-06 8:15
2288.50,45753.35,2025-04-06 8:30
2288.75,45753.36,2025-04-06 8:45
2289.00,45753.38,2025-04-06 9:00
2289.25,45753.39,2025-04-06 9:15
2289.50,45753.40,2025-04-06 9:30
2289.75,45753.41,2025-04-06 9:45
2290.00,45753.42,2025-04-06 10:00
2290.25,45753.43,2025-04-06 10:15
2290.50,45753.44,2025-04-06 10:30
2290.75,45753.45,2025-04-06 10:45
2291.00,45753.46,2025-04-06 11:00
2291.25,45753.47,2025-04-06 11:15
2291.50,45753.48,2025-04-06 11:30
2291.75,45753.49,2025-04-06 11:45
2292.00,45753.50,2025-04-06 12:00
2292.25,45753.51,2025-04-06 12:15
2292.50,45753.52,2025-04-06 12:30
2292.75,45753.53,2025-04-06 12:45
2293.00,45753.54,2025-04-06 13:00
2293.25,45753.55,2025-04-06 13:15
2293.50,45753.56,2025-04-06 13:30
2293.75,45753.57,2025-04-06 13:45
2294.00,45753.58,2025-04-06 14:00
2294.25,45753.59,2025-04-06 14:15
2294.50,45753.60,2025-04-06 14:30
2294.75,45753.61,2025-04-06 14:45
2295.00,45753.63,2025-04-06 15:00
2295.25,45753.64,2025-04-06 15:15
2295.50,45753.65,2025-04-06 15:30
2295.75,45753.66,2025-04-06 15:45
2296.00,45753.67,2025-04-06 16:00
2296.25,45753.68,2025-04-06 16:15
2296.50,45753.69,2025-04-06 16:30
2296.75,45753.70,2025-04-06 16:45
2297.00,45753.71,2025-04-06 17:00
2297.25,45753.72,2025-04-06 17:15
2297.50,45753.73,2025-04-06 17:30
2297.75,45753.74,2025-04-06 17:45
2298.00,45753.75,2025-04-06 18:00
2298.25,45753.76,2025-04-06 18:15
2298.50,45753.77,2025-04-06 18:30
2298.75,45753.78,2025-04-06 18:45
2299.00,45753.79,2025-04-06 19:00
2299.25,45753.80,2025-04-06 19:15
2299.50,45753.81,2025-04-06 19:30
2299.75,45753.82,2025-04-06 19:45
2300.00,45753.83,2025-04-06 20:00
2300.25,45753.84,2025-04-06 20:15
2300.50,45753.85,2025-04-06 20:30
2300.75,45753.86,2025-04-06 20:45
2301.00,45753.88,2025-04-06 21:00
2301.25,45753.89,2025-04-06 21:15
2301.50,45753.90,2025-04-06 21:30
2301.75,45753.91,2025-04-06 21:45
2302.00,45753.92,2025-04-06 22:00
2302.25,45753.93,2025-04-06 22:15
2302.50,45753.94,2025-04-06 22:30
2302.75,45753.95,2025-04-06 22:45
2303.00,45753.96,2025-04-06 23:00
2303.25,45753.97,2025-04-06 23:15
2303.50,45753.98,2025-04-06 23:30
2303.75,45753.99,2025-04-06 23:45
2304.00,45754.00,2025-04-07 0:00
2304.25,45754.01,2025-04-07 0:15
2304.50,45754.02,2025-04-07 0:30
2304.75,45754.03,2025-04-07 0:45
2305.00,45754.04,2025-04-07 1:00
2305.25,45754.05,2025-04-07 1:15
2305.50,45754.06,2025-04-07 1:30
2305.75,45754.07,2025-04-07 1:45
2306.00,45754.08,2025-04-07 2:00
2306.25,45754.09,2025-04-07 2:15
2306.50,45754.10,2025-04-07 2:30
2306.75,45754.11,2025-04-07 2:45
2307.00,45754.13,2025-04-07 3:00
2307.25,45754.14,2025-04-07 3:15
2307.50,45754.15,2025-04-07 3:30
2307.75,45754.16,2025-04-07 3:45
2308.00,45754.17,2025-04-07 4:00
2308.25,45754.18,2025-04-07 4:15
2308.50,45754.19,2025-04-07 4:30
2308.75,45754.20,2025-04-07 4:45
2309.00,45754.21,2025-04-07 5:00
2309.25,45754.22,2025-04-07 5:15
2309.50,45754.23,2025-04-07 5:30
2309.75,45754.24,2025-04-07 5:45
2310.00,45754.25,2025-04-07 6:00
2310.25,45754.26,2025-04-07 6:15
2310.50,45754.27,2025-04-07 6:30
2310.75,45754.28,2025-04-07 6:45
2311.00,45754.29,2025-04-07 7:00
2311.25,45754.30,2025-04-07 7:15
2311.50,45754.31,2025-04-07 7:30
2311.75,45754.32,2025-04-07 7:45
2312.00,45754.33,2025-04-07 8:00
2312.25,45754.34,2025-04-07 8:15
2312.50,45754.35,2025-04-07 8:30
2312.75,45754.36,2025-04-07 8:45
2313.00,45754.38,2025-04-07 9:00
2313.25,45754.39,2025-04-07 9:15
2313.50,45754.40,2025-04-07 9:30
2313.75,45754.41,2025-04-07 9:45
2314.00,45754.42,2025-04-07 10:00
2314.25,45754.43,2025-04-07 10:15
2314.50,45754.44,2025-04-07 10:30
2314.75,45754.45,2025-04-07 10:45
2315.00,45754.46,2025-04-07 11:00
2315.25,45754.47,2025-04-07 11:15
2315.50,45754.48,2025-04-07 11:30
2315.75,45754.49,2025-04-07 11:45
2316.00,45754.50,2025-04-07 12:00
2316.25,45754.51,2025-04-07 12:15
2316.50,45754.52,2025-04-07 12:30
2316.75,45754.53,2025-04-07 12:45
2317.00,45754.54,2025-04-07 13:00
2317.25,45754.55,2025-04-07 13:15
2317.50,45754.56,2025-04-07 13:30
2317.75,45754.57,2025-04-07 13:45
2318.00,45754.58,2025-04-07 14:00
2318.25,45754.59,2025-04-07 14:15
2318.50,45754.60,2025-04-07 14:30
2318.75,45754.61,2025-04-07 14:45
2319.00,45754.63,2025-04-07 15:00
2319.25,45754.64,2025-04-07 15:15
2319.50,45754.65,2025-04-07 15:30
2319.75,45754.66,2025-04-07 15:45
2320.00,45754.67,2025-04-07 16:00
2320.25,45754.68,2025-04-07 16:15
2320.50,45754.69,2025-04-07 16:30
2320.75,45754.70,2025-04-07 16:45
2321.00,45754.71,2025-04-07 17:00
2321.25,45754.72,2025-04-07 17:15
2321.50,45754.73,2025-04-07 17:30
2321.75,45754.74,2025-04-07 17:45
2322.00,45754.75,2025-04-07 18:00
2322.25,45754.76,2025-04-07 18:15
2322.50,45754.77,2025-04-07 18:30
2322.75,45754.78,2025-04-07 18:45
2323.00,45754.79,2025-04-07 19:00
2323.25,45754.80,2025-04-07 19:15
2323.50,45754.81,2025-04-07 19:30
2323.75,45754.82,2025-04-07 19:45
2324.00,45754.83,2025-04-07 20:00
2324.25,45754.84,2025-04-07 20:15
2324.50,45754.85,2025-04-07 20:30
2324.75,45754.86,2025-04-07 20:45
2325.00,45754.88,2025-04-07 21:00
2325.25,45754.89,2025-04-07 21:15
2325.50,45754.90,2025-04-07 21:30
2325.75,45754.91,2025-04-07 21:45
2326.00,45754.92,2025-04-07 22:00
2326.25,45754.93,2025-04-07 22:15
2326.50,45754.94,2025-04-07 22:30
2326.75,45754.95,2025-04-07 22:45
2327.00,45754.96,2025-04-07 23:00
2327.25,45754.97,2025-04-07 23:15
2327.50,45754.98,2025-04-07 23:30
2327.75,45754.99,2025-04-07 23:45
2328.00,45755.00,2025-04-08 0:00
2328.25,45755.01,2025-04-08 0:15
2328.50,45755.02,2025-04-08 0:30
2328.75,45755.03,2025-04-08 0:45
2329.00,45755.04,2025-04-08 1:00
2329.25,45755.05,2025-04-08 1:15
2329.50,45755.06,2025-04-08 1:30
2329.75,45755.07,2025-04-08 1:45
2330.00,45755.08,2025-04-08 2:00
2330.25,45755.09,2025-04-08 2:15
2330.50,45755.10,2025-04-08 2:30
2330.75,45755.11,2025-04-08 2:45
2331.00,45755.13,2025-04-08 3:00
2331.25,45755.14,2025-04-08 3:15
2331.50,45755.15,2025-04-08 3:30
2331.75,45755.16,2025-04-08 3:45
2332.00,45755.17,2025-04-08 4:00
2332.25,45755.18,2025-04-08 4:15
2332.50,45755.19,2025-04-08 4:30
2332.75,45755.20,2025-04-08 4:45
2333.00,45755.21,2025-04-08 5:00
2333.25,45755.22,2025-04-08 5:15
2333.50,45755.23,2025-04-08 5:30
2333.75,45755.24,2025-04-08 5:45
2334.00,45755.25,2025-04-08 6:00
2334.25,45755.26,2025-04-08 6:15
2334.50,45755.27,2025-04-08 6:30
2334.75,45755.28,2025-04-08 6:45
2335.00,45755.29,2025-04-08 7:00
2335.25,45755.30,2025-04-08 7:15
2335.50,45755.31,2025-04-08 7:30
2335.75,45755.32,2025-04-08 7:45
2336.00,45755.33,2025-04-08 8:00
2336.25,45755.34,2025-04-08 8:15
2336.50,45755.35,2025-04-08 8:30
2336.75,45755.36,2025-04-08 8:45
2337.00,45755.38,2025-04-08 9:00
2337.25,45755.39,2025-04-08 9:15
2337.50,45755.40,2025-04-08 9:30
2337.75,45755.41,2025-04-08 9:45
2338.00,45755.42,2025-04-08 10:00
2338.25,45755.43,2025-04-08 10:15
2338.50,45755.44,2025-04-08 10:30
2338.75,45755.45,2025-04-08 10:45
2339.00,45755.46,2025-04-08 11:00
2339.25,45755.47,2025-04-08 11:15
2339.50,45755.48,2025-04-08 11:30
2339.75,45755.49,2025-04-08 11:45
2340.00,45755.50,2025-04-08 12:00
2340.25,45755.51,2025-04-08 12:15
2340.50,45755.52,2025-04-08 12:30
2340.75,45755.53,2025-04-08 12:45
2341.00,45755.54,2025-04-08 13:00
2341.25,45755.55,2025-04-08 13:15
2341.50,45755.56,2025-04-08 13:30
2341.75,45755.57,2025-04-08 13:45
2342.00,45755.58,2025-04-08 14:00
2342.25,45755.59,2025-04-08 14:15
2342.50,45755.60,2025-04-08 14:30
2342.75,45755.61,2025-04-08 14:45
2343.00,45755.63,2025-04-08 15:00
2343.25,45755.64,2025-04-08 15:15
2343.50,45755.65,2025-04-08 15:30
2343.75,45755.66,2025-04-08 15:45
2344.00,45755.67,2025-04-08 16:00
2344.25,45755.68,2025-04-08 16:15
2344.50,45755.69,2025-04-08 16:30
2344.75,45755.70,2025-04-08 16:45
2345.00,45755.71,2025-04-08 17:00
2345.25,45755.72,2025-04-08 17:15
2345.50,45755.73,2025-04-08 17:30
2345.75,45755.74,2025-04-08 17:45
2346.00,45755.75,2025-04-08 18:00
2346.25,45755.76,2025-04-08 18:15
2346.50,45755.77,2025-04-08 18:30
2346.75,45755.78,2025-04-08 18:45
2347.00,45755.79,2025-04-08 19:00
2347.25,45755.80,2025-04-08 19:15
2347.50,45755.81,2025-04-08 19:30
2347.75,45755.82,2025-04-08 19:45
2348.00,45755.83,2025-04-08 20:00
2348.25,45755.84,2025-04-08 20:15
2348.50,45755.85,2025-04-08 20:30
2348.75,45755.86,2025-04-08 20:45
2349.00,45755.88,2025-04-08 21:00
2349.25,45755.89,2025-04-08 21:15
2349.50,45755.90,2025-04-08 21:30
2349.75,45755.91,2025-04-08 21:45
2350.00,45755.92,2025-04-08 22:00
2350.25,45755.93,2025-04-08 22:15
2350.50,45755.94,2025-04-08 22:30
2350.75,45755.95,2025-04-08 22:45
2351.00,45755.96,2025-04-08 23:00
2351.25,45755.97,2025-04-08 23:15
2351.50,45755.98,2025-04-08 23:30
2351.75,45755.99,2025-04-08 23:45
2352.00,45756.00,2025-04-09 0:00
2352.25,45756.01,2025-04-09 0:15
2352.50,45756.02,2025-04-09 0:30
2352.75,45756.03,2025-04-09 0:45
2353.00,45756.04,2025-04-09 1:00
2353.25,45756.05,2025-04-09 1:15
2353.50,45756.06,2025-04-09 1:30
2353.75,45756.07,2025-04-09 1:45
2354.00,45756.08,2025-04-09 2:00
2354.25,45756.09,2025-04-09 2:15
2354.50,45756.10,2025-04-09 2:30
2354.75,45756.11,2025-04-09 2:45
2355.00,45756.13,2025-04-09 3:00
2355.25,45756.14,2025-04-09 3:15
2355.50,45756.15,2025-04-09 3:30
2355.75,45756.16,2025-04-09 3:45
2356.00,45756.17,2025-04-09 4:00
2356.25,45756.18,2025-04-09 4:15
2356.50,45756.19,2025-04-09 4:30
2356.75,45756.20,2025-04-09 4:45
2357.00,45756.21,2025-04-09 5:00
2357.25,45756.22,2025-04-09 5:15
2357.50,45756.23,2025-04-09 5:30
2357.75,45756.24,2025-04-09 5:45
2358.00,45756.25,2025-04-09 6:00
2358.25,45756.26,2025-04-09 6:15
2358.50,45756.27,2025-04-09 6:30
2358.75,45756.28,2025-04-09 6:45
2359.00,45756.29,2025-04-09 7:00
2359.25,45756.30,2025-04-09 7:15
2359.50,45756.31,2025-04-09 7:30
2359.75,45756.32,2025-04-09 7:45
2360.00,45756.33,2025-04-09 8:00
2360.25,45756.34,2025-04-09 8:15
2360.50,45756.35,2025-04-09 8:30
2360.75,45756.36,2025-04-09 8:45
2361.00,45756.38,2025-04-09 9:00
2361.25,45756.39,2025-04-09 9:15
2361.50,45756.40,2025-04-09 9:30
2361.75,45756.41,2025-04-09 9:45
2362.00,45756.42,2025-04-09 10:00
2362.25,45756.43,2025-04-09 10:15
2362.50,45756.44,2025-04-09 10:30
2362.75,45756.45,2025-04-09 10:45
2363.00,45756.46,2025-04-09 11:00
2363.25,45756.47,2025-04-09 11:15
2363.50,45756.48,2025-04-09 11:30
2363.75,45756.49,2025-04-09 11:45
2364.00,45756.50,2025-04-09 12:00
2364.25,45756.51,2025-04-09 12:15
2364.50,45756.52,2025-04-09 12:30
2364.75,45756.53,2025-04-09 12:45
2365.00,45756.54,2025-04-09 13:00
2365.25,45756.55,2025-04-09 13:15
2365.50,45756.56,2025-04-09 13:30
2365.75,45756.57,2025-04-09 13:45
2366.00,45756.58,2025-04-09 14:00
2366.25,45756.59,2025-04-09 14:15
2366.50,45756.60,2025-04-09 14:30
2366.75,45756.61,2025-04-09 14:45
2367.00,45756.63,2025-04-09 15:00
2367.25,45756.64,2025-04-09 15:15
2367.50,45756.65,2025-04-09 15:30
2367.75,45756.66,2025-04-09 15:45
2368.00,45756.67,2025-04-09 16:00
2368.25,45756.68,2025-04-09 16:15
2368.50,45756.69,2025-04-09 16:30
2368.75,45756.70,2025-04-09 16:45
2369.00,45756.71,2025-04-09 17:00
2369.25,45756.72,2025-04-09 17:15
2369.50,45756.73,2025-04-09 17:30
2369.75,45756.74,2025-04-09 17:45
2370.00,45756.75,2025-04-09 18:00
2370.25,45756.76,2025-04-09 18:15
2370.50,45756.77,2025-04-09 18:30
2370.75,45756.78,2025-04-09 18:45
2371.00,45756.79,2025-04-09 19:00
2371.25,45756.80,2025-04-09 19:15
2371.50,45756.81,2025-04-09 19:30
2371.75,45756.82,2025-04-09 19:45
2372.00,45756.83,2025-04-09 20:00
2372.25,45756.84,2025-04-09 20:15
2372.50,45756.85,2025-04-09 20:30
2372.75,45756.86,2025-04-09 20:45
2373.00,45756.88,2025-04-09 21:00
2373.25,45756.89,2025-04-09 21:15
2373.50,45756.90,2025-04-09 21:30
2373.75,45756.91,2025-04-09 21:45
2374.00,45756.92,2025-04-09 22:00
2374.25,45756.93,2025-04-09 22:15
2374.50,45756.94,2025-04-09 22:30
2374.75,45756.95,2025-04-09 22:45
2375.00,45756.96,2025-04-09 23:00
2375.25,45756.97,2025-04-09 23:15
2375.50,45756.98,2025-04-09 23:30
2375.75,45756.99,2025-04-09 23:45
2376.00,45757.00,2025-04-10 0:00
2376.25,45757.01,2025-04-10 0:15
2376.50,45757.02,2025-04-10 0:30
2376.75,45757.03,2025-04-10 0:45
2377.00,45757.04,2025-04-10 1:00
2377.25,45757.05,2025-04-10 1:15
2377.50,45757.06,2025-04-10 1:30
2377.75,45757.07,2025-04-10 1:45
2378.00,45757.08,2025-04-10 2:00
2378.25,45757.09,2025-04-10 2:15
2378.50,45757.10,2025-04-10 2:30
2378.75,45757.11,2025-04-10 2:45
2379.00,45757.13,2025-04-10 3:00
2379.25,45757.14,2025-04-10 3:15
2379.50,45757.15,2025-04-10 3:30
2379.75,45757.16,2025-04-10 3:45
2380.00,45757.17,2025-04-10 4:00
2380.25,45757.18,2025-04-10 4:15
2380.50,45757.19,2025-04-10 4:30
2380.75,45757.20,2025-04-10 4:45
2381.00,45757.21,2025-04-10 5:00
2381.25,45757.22,2025-04-10 5:15
2381.50,45757.23,2025-04-10 5:30
2381.75,45757.24,2025-04-10 5:45
2382.00,45757.25,2025-04-10 6:00
2382.25,45757.26,2025-04-10 6:15
2382.50,45757.27,2025-04-10 6:30
2382.75,45757.28,2025-04-10 6:45
2383.00,45757.29,2025-04-10 7:00
2383.25,45757.30,2025-04-10 7:15
2383.50,45757.31,2025-04-10 7:30
2383.75,45757.32,2025-04-10 7:45
2384.00,45757.33,2025-04-10 8:00
2384.25,45757.34,2025-04-10 8:15
2384.50,45757.35,2025-04-10 8:30
2384.75,45757.36,2025-04-10 8:45
2385.00,45757.38,2025-04-10 9:00
2385.25,45757.39,2025-04-10 9:15
2385.50,45757.40,2025-04-10 9:30
2385.75,45757.41,2025-04-10 9:45
